Date,Average temperature,Average humidity,Average dewpoint,Average barometer,Average windspeed,Average gustspeed,Average direction,Rainfall for month,Rainfall for year,Maximum rain per minute,Maximum temperature,Minimum temperature,Maximum humidity,Minimum humidity,Maximum pressure,Minimum pressure,Maximum windspeed,Maximum gust speed,Maximum heat index
2022-09-09,18.7,74,13.2,1018.2,0.7,1.1,147° (SSE),9.6,409.2,0.0,29.4,10.5,98,40,1020.0,1017.0,3.6,4.6,29.1
2022-09-10,20.2,81,16.2,1015.1,0.6,1.0,166° (SSE),9.6,409.2,0.0,29.7,14.2,98,45,1017.0,1013.0,5.7,7.2,30.1
2022-09-11,20.0,75,14.4,1014.1,1.6,2.4,337° (NNW),9.6,409.2,0.0,27.5,14.5,98,37,1015.0,1011.0,4.6,7.2,27.2
2022-09-12,16.6,74,11.2,1014.4,1.8,2.8,330° (NNW),9.6,409.2,0.0,23.4,11.6,98,42,1015.0,1013.0,6.2,9.3,25.3
2022-09-13,15.9,66,8.4,1014.6,1.4,2.1,333° (NNW),9.6,409.2,0.0,23.0,10.4,95,34,1016.0,1013.0,5.1,7.7,25.3
2022-09-14,16.9,67,9.0,1015.5,0.6,0.9,318° (NW),9.6,409.2,0.0,29.1,6.7,98,30,1016.0,1014.0,3.6,5.7,28.0
2022-09-15,21.7,60,11.2,1013.7,1.0,1.5,287° (WNW),9.6,409.2,0.0,34.4,11.3,98,22,1016.0,1012.0,4.6,6.7,33.2
2022-09-16,19.9,70,13.6,1011.5,1.0,1.6,309° (NW),9.6,409.2,0.0,30.0,14.7,96,34,1013.0,1010.0,6.7,12.4,29.5
2022-09-17,17.3,89,15.2,1006.9,1.0,1.6,293° (WNW),9.6,409.2,0.0,26.9,12.8,98,45,1010.0,1003.0,4.6,6.7,27.1
2022-09-18,13.2,71,7.4,1011.6,2.7,3.9,328° (NNW),9.6,409.2,0.0,17.7,6.4,98,41,1019.0,1004.0,7.2,11.3,17.7
2022-09-19,11.5,63,2.9,1015.9,0.7,1.1,241° (WSW),9.6,409.2,0.0,22.8,2.1,97,22,1019.0,1012.0,3.6,5.1,24.8
2022-09-20,12.3,58,3.6,1017.2,2.3,3.3,335° (NNW),9.6,409.2,0.0,19.0,6.9,82,35,1019.0,1016.0,5.7,7.7,19.0
2022-09-21,9.8,68,3.4,1017.1,1.5,2.2,337° (NNW),9.6,409.2,0.0,19.0,3.6,96,36,1019.0,1015.0,5.1,6.7,19.0
2022-09-22,11.0,68,4.3,1017.7,1.7,2.3,336° (NNW),9.6,409.2,0.0,19.4,5.1,96,35,1020.0,1016.0,4.6,6.7,19.4
2022-09-23,9.6,68,2.8,1019.2,1.4,2.0,336° (NNW),9.6,409.2,0.0,18.5,1.7,97,33,1022.0,1017.0,4.6,7.2,18.5
2022-09-24,10.3,64,2.1,1020.5,0.5,0.8,345° (NNW),9.6,409.2,0.0,22.0,0.4,96,27,1023.0,1018.0,3.6,5.7,24.9
2022-09-25,11.7,64,3.6,1019.4,0.6,1.0,153° (SSE),9.6,409.2,0.0,23.9,1.9,95,31,1022.0,1017.0,3.6,5.1,25.2
2022-09-26,14.4,64,6.5,1013.6,0.6,1.0,167° (SSE),9.6,409.2,0.0,26.4,4.3,93,32,1017.0,1011.0,3.1,4.1,26.1
2022-09-27,17.2,82,13.8,1006.6,0.8,1.2,172° (S),9.6,409.2,0.0,24.3,13.2,98,55,1011.0,1003.0,4.6,6.2,25.5
2022-09-28,15.3,77,10.4,1008.0,0.4,0.5,271° (W),9.6,409.2,0.0,25.8,-0.1,98,37,1010.0,1006.0,32.4,3.6,26.2
2022-09-29,15.4,78,10.6,1009.9,0.6,1.0,293° (WNW),9.6,409.2,0.0,26.6,7.0,98,33,1012.0,1009.0,5.7,6.7,26.4
2022-09-30,17.3,74,11.1,1015.9,0.6,1.0,311° (NW),9.6,409.2,0.0,27.3,10.9,98,30,1020.0,1012.0,4.1,6.7,26.9
2022-10-01,14.6,88,12.5,1019.0,0.5,0.8,355° (N),0.0,399.6,0.0,22.0,7.9,98,58,1022.0,1013.0,3.6,6.7,24.7
2022-10-02,16.1,70,9.8,1017.2,2.6,3.8,328° (NNW),0.0,399.6,0.0,21.2,9.7,98,42,1020.0,1013.0,7.2,10.8,25.2
2022-10-03,11.0,76,6.5,995.3,1.7,2.5,330° (NNW),0.0,399.6,0.0,18.3,5.0,98,46,1018.0,949.0,6.7,9.8,18.3
2022-10-04,10.8,68,4.8,952.7,1.7,2.5,337° (NNW),0.0,399.6,0.0,17.1,6.4,89,45,957.0,949.0,4.1,6.7,17.1
2022-10-05,9.8,73,4.0,959.0,0.8,1.2,344° (NNW),0.0,399.6,0.0,18.8,1.6,98,37,961.0,957.0,4.1,6.7,18.8
2022-10-06,10.1,67,2.7,959.7,0.6,0.9,318° (NW),0.0,399.6,0.0,21.2,0.4,98,26,961.0,957.0,3.6,4.6,25.2
2022-10-07,11.3,68,4.1,958.1,0.5,0.8,306° (NW),0.0,399.6,0.0,21.9,1.7,98,32,960.0,955.0,3.6,6.2,25.2
2022-10-08,11.5,71,5.1,954.1,0.3,0.5,196° (SSW),0.0,399.6,0.0,22.2,2.2,98,33,958.0,950.0,2.1,3.1,25.2
2022-10-09,12.3,74,6.6,953.1,0.7,1.0,339° (NNW),0.0,399.6,0.0,23.2,2.6,98,34,956.0,952.0,4.1,6.2,25.2
2022-10-10,11.7,79,7.5,957.2,0.7,1.0,127° (SE),0.0,399.6,0.0,20.1,4.1,98,49,958.0,956.0,3.6,5.1,25.2
2022-10-11,12.6,92,11.3,955.5,0.7,1.1,165° (SSE),0.0,399.6,0.0,15.5,10.1,98,75,956.0,954.0,2.6,4.1,15.5
2022-10-12,12.2,94,11.2,955.4,0.2,0.4,167° (SSE),0.0,399.6,0.0,16.1,6.4,98,74,957.0,953.0,2.1,2.6,16.1
2022-10-13,11.3,82,8.0,954.7,0.4,0.6,167° (SSE),0.0,399.6,0.0,19.7,6.9,98,46,957.0,952.0,3.1,3.6,19.7
2022-10-14,12.0,74,7.1,951.3,1.2,1.8,124° (SE),0.0,399.6,0.0,14.6,9.8,95,53,953.0,950.0,34.0,20.1,14.6
2022-10-15,12.3,77,7.7,951.9,0.5,0.9,149° (SSE),0.0,399.6,0.0,18.6,9.4,98,41,955.0,950.0,4.1,5.7,18.6
2022-10-16,9.5,75,4.4,957.3,0.4,0.7,162° (SSE),0.0,399.6,0.0,18.8,1.3,98,39,961.0,955.0,3.1,4.1,18.8
2022-10-17,7.9,67,0.1,963.1,0.5,0.8,120° (ESE),0.0,399.6,0.0,18.9,-1.6,98,25,965.0,961.0,3.6,4.6,18.9
2022-10-18,7.4,62,-1.1,961.1,0.5,0.7,146° (SE),0.0,399.6,0.0,19.6,-2.0,92,23,965.0,957.0,3.1,4.6,19.6
2022-10-19,8.7,59,-0.6,952.4,0.9,1.3,2° (N),0.0,399.6,0.0,20.7,-2.8,90,26,957.0,949.0,4.6,7.2,24.3
2022-10-20,12.4,64,5.2,954.4,1.4,1.9,342° (NNW),0.0,399.6,0.0,18.7,4.8,92,36,958.0,952.0,4.1,6.2,18.7
2022-10-21,8.4,76,3.9,957.7,0.7,0.9,153° (SSE),0.0,399.6,0.0,16.9,1.7,95,47,959.0,955.0,3.1,3.6,16.9
2022-10-22,9.2,74,3.8,983.6,0.4,0.7,176° (S),0.0,399.6,0.0,22.0,-0.1,98,35,1103.2,954.0,2.6,5.1,25.2
2022-10-23,13.4,62,5.6,1024.0,1.5,2.8,347° (NNW),0.0,399.6,0.0,23.3,5.3,83,34,1025.6,1022.3,6.2,11.8,25.2
2022-10-24,13.3,65,6.0,1024.2,0.5,1.1,300° (WNW),0.0,399.6,0.0,26.0,4.0,84,34,1025.7,1022.3,4.1,6.7,26.1
2022-10-25,13.8,61,5.2,1021.6,0.7,1.3,308° (NW),0.0,399.6,0.0,26.1,3.1,86,27,1023.5,1019.4,5.1,9.3,25.9
2022-10-26,14.8,61,6.6,1023.4,1.1,2.0,330° (NNW),0.0,399.6,0.0,23.5,7.4,87,35,1026.7,1021.6,4.1,7.2,25.2
2022-10-27,11.9,61,4.0,1028.4,0.3,0.8,170° (S),0.0,399.6,0.0,22.5,4.9,80,32,1030.2,1026.4,2.6,4.1,25.2
2022-10-28,9.9,65,2.9,1030.2,0.4,0.8,148° (SSE),0.0,399.6,0.0,20.5,1.4,86,38,1031.7,1028.5,3.1,6.2,25.2
2022-10-29,8.9,63,1.5,1027.6,0.3,0.6,119° (ESE),0.0,399.6,0.0,21.8,-1.6,86,34,1030.2,1024.7,2.1,5.7,25.2
2022-10-30,11.0,61,2.9,1023.9,0.6,1.2,349° (N),0.0,399.6,0.0,23.8,-0.5,84,31,1026.8,1021.4,3.6,7.2,25.2
2022-10-31,13.8,61,5.9,1023.6,0.7,1.4,327° (NNW),0.0,399.6,0.0,23.1,6.6,78,39,1025.5,1022.3,3.6,7.2,25.3
2022-11-01,12.1,62,4.2,1025.1,0.4,0.9,339° (NNW),0.0,420.3,0.0,25.3,2.7,84,30,1026.6,1023.6,3.1,5.1,25.6
2022-11-02,12.7,56,2.9,1023.3,0.9,1.8,322° (NW),0.0,420.3,0.0,25.3,2.3,81,25,1025.3,1020.8,5.1,9.3,25.5
2022-11-03,13.1,56,3.8,1022.5,0.6,1.2,269° (W),0.0,420.3,0.0,23.6,5.2,72,29,1024.6,1020.7,3.1,4.6,25.3
2022-11-04,10.4,73,5.6,1017.8,0.7,1.4,131° (SE),0.0,420.3,0.0,17.3,4.1,84,54,1021.2,1015.1,3.6,5.7,17.3
2022-11-05,10.3,74,5.6,1014.0,0.8,1.6,119° (ESE),0.0,420.3,0.0,18.8,2.8,90,49,1015.3,1012.7,3.6,6.2,18.8
2022-11-06,11.5,83,8.7,1016.2,1.3,2.6,111° (ESE),0.9,421.2,0.1,13.2,8.8,93,66,1019.9,1013.4,4.6,8.2,13.2
2022-11-07,11.5,82,8.2,1021.2,0.5,1.0,155° (SSE),0.9,421.2,0.0,19.1,6.0,94,54,1022.9,1019.7,2.6,4.1,19.1
2022-11-08,10.3,80,6.8,1022.7,0.5,1.1,343° (NNW),0.9,421.2,0.0,17.0,6.5,92,58,1024.0,1021.7,3.1,5.7,17.0
2022-11-09,10.2,77,5.9,1023.8,0.5,0.9,115° (ESE),0.9,421.2,0.0,18.6,3.7,91,50,1024.8,1022.5,3.1,5.7,18.6
2022-11-10,8.2,75,3.7,1025.5,0.3,0.7,210° (SSW),0.9,421.2,0.0,17.6,2.9,91,43,1028.6,1024.1,2.6,4.1,17.6
2022-11-11,7.1,82,4.3,1029.9,1.0,1.9,320° (NW),1.0,421.3,0.1,13.6,0.8,90,66,1031.4,1028.5,6.2,10.3,13.6
2022-11-12,6.9,86,4.8,1031.2,0.5,1.0,100° (E),1.8,422.1,0.1,8.4,4.4,91,78,1032.5,1030.0,3.6,5.7,8.4
2022-11-13,6.9,87,4.9,1031.0,1.1,2.1,130° (SE),1.8,422.1,0.0,9.8,1.3,95,79,1032.4,1029.4,4.1,7.7,9.8
2022-11-14,4.6,84,1.9,1026.6,0.4,0.9,177° (S),1.9,422.2,0.1,15.5,-1.1,96,52,1029.8,1024.3,3.1,4.6,15.5
2022-11-15,3.7,91,2.3,1020.8,0.2,0.5,144° (SE),2.0,422.3,0.1,8.8,-0.1,95,80,1024.7,1016.3,2.1,3.1,8.8
2022-11-16,7.2,86,4.9,1011.3,0.4,0.9,308° (NW),4.3,424.6,0.1,14.8,1.8,96,60,1016.4,1007.3,3.1,5.7,14.8
2022-11-17,9.9,87,7.8,1006.1,0.8,1.6,337° (NNW),6.4,426.7,0.1,16.7,6.8,96,66,1008.0,1004.6,4.1,8.7,16.7
2022-11-18,8.6,88,6.6,1006.3,0.5,1.1,101° (ESE),6.5,426.8,0.1,16.4,4.5,96,63,1008.3,1003.9,2.6,4.6,16.4
2022-11-19,11.5,79,7.7,1010.8,0.8,1.5,113° (ESE),6.5,426.8,0.0,20.5,5.1,96,49,1012.9,1005.8,5.1,10.8,25.1
2022-11-20,10.7,87,8.6,1010.4,0.7,1.5,330° (NNW),10.0,430.3,0.2,17.2,7.0,95,69,1011.6,1008.0,4.6,7.7,17.2
2022-11-21,6.7,86,4.5,1007.5,2.0,3.5,326° (NW),15.7,436.0,0.1,11.0,2.4,95,76,1087.9,1002.5,9.3,18.5,11.0
2022-11-22,5.6,76,1.4,1009.5,1.7,3.5,92° (E),15.8,436.1,0.1,12.0,-0.6,94,50,1012.4,1004.6,6.7,13.9,12.0
2022-11-23,7.9,83,5.1,1004.3,0.9,1.8,108° (ESE),17.1,437.4,0.3,14.7,2.4,92,64,1006.6,1002.9,7.2,11.8,14.7
2022-11-24,4.2,84,1.7,1010.5,1.7,3.1,317° (NW),17.2,437.5,0.1,7.9,0.9,95,71,1089.5,1006.2,6.2,10.8,7.9
2022-11-25,5.5,67,-0.3,1016.8,2.9,5.1,312° (NW),17.2,437.5,0.0,10.9,0.3,84,45,1021.2,1012.8,7.2,11.8,10.9
2022-11-26,2.7,75,-1.6,1023.3,1.1,1.9,315° (NW),17.2,437.5,0.0,10.8,-2.4,93,41,1026.1,1020.8,3.6,6.2,10.8
2022-11-27,0.9,78,-2.7,1024.9,0.5,1.1,111° (ESE),17.2,437.5,0.0,5.5,-3.1,90,59,1026.5,1022.7,4.1,6.7,5.5
2022-11-28,1.7,86,-0.4,1020.7,0.4,0.9,130° (SE),18.6,438.9,0.1,4.2,0.2,92,75,1022.9,1019.0,2.6,4.1,4.2
2022-11-29,3.0,90,1.5,1018.3,0.4,0.8,121° (ESE),19.2,439.5,0.1,5.4,0.9,94,82,1019.5,1017.5,2.1,4.1,5.4
2022-11-30,4.3,94,3.3,1018.7,0.9,1.9,112° (ESE),20.7,441.0,0.1,5.1,3.8,95,91,1020.0,1017.7,3.6,6.2,5.1
2022-12-01,3.0,94,2.1,1018.6,0.7,1.2,114° (ESE),3.4,437.2,0.9,3.8,2.1,95,90,1019.9,1017.6,3.1,4.6,3.8
2022-12-02,4.4,91,3.1,1021.1,0.3,0.8,255° (WSW),3.5,437.3,0.1,7.1,2.4,96,83,1023.9,1019.0,1.5,3.1,7.1
2022-12-03,4.9,90,3.4,1025.2,0.7,1.4,118° (ESE),3.5,437.3,0.0,5.7,4.2,95,86,1026.9,1023.4,3.1,4.6,5.7
2022-12-04,3.7,95,3.0,1026.3,1.2,2.3,112° (ESE),4.2,438.0,0.1,4.3,3.0,97,93,1027.3,1025.3,4.1,7.2,4.3
2022-12-05,3.8,93,2.8,1025.5,0.6,1.3,119° (ESE),4.2,438.0,0.0,4.8,3.1,96,88,1026.8,1023.6,2.1,4.1,4.8
2022-12-06,4.6,89,2.9,1020.5,0.7,1.3,126° (SE),4.2,438.0,0.0,6.6,3.7,93,80,1023.9,1017.4,2.1,4.1,6.6
2022-12-07,5.2,85,2.8,1015.5,0.9,1.6,121° (ESE),4.2,438.0,0.0,11.5,0.8,94,66,1017.7,1013.5,3.1,5.1,11.5
2022-12-08,2.9,94,2.0,1015.6,0.8,1.5,140° (SE),4.3,438.1,0.1,9.6,0.1,96,79,1016.9,1014.4,3.1,5.7,9.6
2022-12-09,5.2,90,3.7,1014.9,0.4,1.0,116° (ESE),4.4,438.2,0.1,12.3,2.8,96,67,1017.0,1012.4,2.6,4.1,12.3
2022-12-10,7.7,88,5.7,1007.9,0.7,1.5,125° (SE),4.8,438.6,0.1,15.5,2.5,97,68,1012.6,998.8,6.2,12.9,15.5
2022-12-11,9.3,85,6.9,998.2,1.8,3.4,352° (N),7.6,441.4,0.1,14.9,1.6,94,74,1002.7,995.4,9.8,17.0,14.9
2022-12-12,3.3,85,0.9,1005.6,0.9,1.8,306° (NW),8.2,442.0,0.1,11.1,-1.0,94,64,1009.3,1002.0,5.7,10.8,11.1
2022-12-13,-1.3,82,-4.0,1011.9,1.7,3.0,326° (NW),8.2,442.0,0.0,1.4,-3.2,93,68,1013.9,1008.7,4.1,7.7,1.4
2022-12-14,-0.3,78,-3.7,1013.4,1.4,2.5,131° (SE),9.5,443.3,0.1,3.3,-1.9,90,59,1015.4,1009.2,3.6,6.2,3.3
2022-12-15,3.9,88,1.9,1011.8,0.6,1.2,152° (SSE),11.6,445.4,0.1,11.5,-0.1,95,69,1016.5,1007.8,3.1,6.7,11.5
2022-12-16,4.9,94,4.0,1016.3,0.6,1.2,136° (SE),11.7,445.5,0.1,8.6,1.5,97,88,1017.3,1015.2,2.6,5.1,8.6
2022-12-17,7.6,93,6.4,1017.4,0.5,1.1,49° (NE),12.7,446.5,0.2,13.2,4.8,97,76,1022.0,1014.2,2.6,3.6,13.2
2022-12-18,4.2,83,1.5,1027.8,3.0,5.1,331° (NNW),12.7,446.5,0.0,7.8,1.3,97,73,1032.9,1021.8,5.1,9.8,7.8
2022-12-19,0.3,79,-2.9,1034.6,1.5,2.9,67° (ENE),12.7,446.5,0.0,1.9,-1.7,84,69,1036.1,1032.5,4.1,7.7,1.9
2022-12-20,-0.2,71,-5.0,1032.7,1.1,1.8,110° (ESE),12.7,446.5,0.0,4.1,-5.5,87,56,1035.6,1027.3,2.6,5.1,4.1
2022-12-21,-1.5,78,-5.3,1022.7,0.3,0.6,108° (ESE),12.7,446.5,0.0,7.9,-7.6,92,46,1027.6,1019.4,2.6,3.6,7.9
2022-12-22,0.0,75,-4.5,1017.2,0.3,0.6,265° (W),12.7,446.5,0.0,10.1,-6.1,90,36,1019.7,1015.1,3.1,5.1,10.1
2022-12-23,1.6,82,-1.2,1015.0,0.4,0.8,338° (NNW),12.7,446.5,0.0,11.2,-3.2,91,55,1016.4,1014.1,3.6,5.7,11.2
2022-12-24,3.3,84,0.7,1016.0,0.9,1.6,344° (NNW),13.4,447.2,0.1,11.4,-3.9,95,59,1019.2,1014.6,5.7,9.8,11.4
2022-12-25,6.6,76,2.2,1022.5,1.6,2.8,324° (NW),13.5,447.3,0.1,13.8,0.2,94,47,1025.6,1018.8,5.1,9.3,13.8
2022-12-26,3.9,77,-0.1,1025.7,0.2,0.4,346° (NNW),13.5,447.3,0.0,13.0,-3.1,92,49,1027.4,1024.5,1.0,1.5,13.0
2022-12-27,7.6,71,2.4,1024.6,0.9,1.7,313° (NW),13.5,447.3,0.0,16.1,-1.8,90,48,1026.5,1022.3,5.1,10.3,16.1
2022-12-28,4.8,81,1.7,1027.0,0.7,1.3,346° (NNW),13.5,447.3,0.0,6.1,1.9,90,72,1027.7,1026.2,2.6,4.6,6.1
2022-12-29,3.7,81,0.6,1025.6,0.2,0.5,255° (WSW),13.5,447.3,0.0,11.6,-1.3,90,60,1027.1,1024.1,1.5,2.6,11.6
2022-12-30,3.7,77,-0.3,1025.1,0.4,0.8,332° (NNW),13.5,447.3,0.0,14.5,-2.2,93,47,1026.9,1023.6,4.1,6.2,14.5
2022-12-31,4.8,75,0.3,1028.7,0.5,1.0,315° (NW),13.5,447.3,0.0,16.2,-1.2,91,47,1031.2,1026.4,3.6,5.7,16.2
2023-01-01,3.6,76,-0.6,1030.8,0.2,0.4,167° (SSE),0.0,0.0,0.0,15.2,-3.7,92,49,1032.1,1029.2,1.5,2.6,15.2
2023-01-02,3.5,76,-0.7,1029.1,0.1,0.3,208° (SSW),0.0,0.0,0.0,15.0,-3.9,93,50,1031.3,1026.9,1.0,1.5,15.0
2023-01-03,4.8,73,-0.2,1026.1,0.9,1.7,311° (NW),0.0,0.0,0.0,16.8,-3.9,93,42,1027.8,1024.2,4.6,9.3,16.8
2023-01-04,6.2,81,3.1,1026.5,1.4,2.5,322° (NW),0.0,0.0,0.0,10.9,1.4,93,65,1027.5,1025.7,4.6,9.3,10.9
2023-01-05,6.9,76,2.6,1020.7,0.9,1.7,310° (NW),0.0,0.0,0.0,13.0,1.8,91,52,1025.9,1017.4,5.7,8.7,13.0
2023-01-06,6.1,66,-0.2,1021.9,2.1,3.9,314° (NW),0.0,0.0,0.0,13.2,0.3,89,43,1024.4,1019.0,7.7,14.4,13.2
2023-01-07,2.9,71,-2.1,1023.2,0.6,1.1,307° (NW),0.0,0.0,0.0,12.6,-3.5,88,48,1025.0,1021.3,4.1,7.2,12.6
2023-01-08,0.8,74,-3.6,1021.2,0.4,0.8,163° (SSE),0.0,0.0,0.0,12.3,-6.5,92,48,1022.9,1019.6,2.6,5.7,12.3
2023-01-09,0.8,85,-1.6,1016.9,0.9,1.7,112° (ESE),0.0,0.0,0.0,5.7,-4.0,91,73,1020.9,1011.9,3.1,5.7,5.7
2023-01-10,2.5,93,1.4,1007.7,1.3,2.5,84° (E),12.6,12.6,0.1,5.0,1.0,96,91,1012.0,1004.4,3.6,7.7,5.0
2023-01-11,2.6,83,-0.0,1014.3,1.6,3.0,319° (NW),12.6,12.6,0.0,6.6,0.1,92,66,1018.2,1010.0,4.1,7.7,6.6
2023-01-12,3.0,82,0.2,1018.4,2.1,3.7,330° (NNW),12.7,12.7,0.1,6.5,1.3,88,69,1020.0,1017.3,4.6,7.7,6.5
2023-01-13,4.1,79,0.8,1019.6,1.4,2.5,322° (NW),12.7,12.7,0.0,10.3,1.7,89,58,1020.3,1018.9,3.6,6.2,10.3
2023-01-14,4.2,80,1.0,1019.3,0.7,1.4,321° (NW),12.7,12.7,0.0,10.1,2.0,89,59,1021.1,1018.1,3.1,6.2,10.1
2023-01-15,3.3,82,0.6,1019.5,0.9,1.6,114° (ESE),12.7,12.7,0.0,5.9,1.4,92,70,1021.1,1017.2,2.6,4.1,5.9
2023-01-16,2.3,88,0.5,1011.7,0.9,1.8,126° (SE),12.7,12.7,0.0,3.1,1.7,92,82,1017.3,1007.1,3.6,5.1,3.1
2023-01-17,5.7,82,2.7,1004.4,0.9,1.8,127° (SE),12.7,12.7,0.0,12.4,1.7,94,61,1007.3,1001.5,4.1,6.2,12.4
2023-01-18,9.7,66,2.9,1003.9,1.4,2.6,108° (ESE),12.7,12.7,0.0,21.6,1.1,94,35,1007.3,1001.2,5.7,9.8,25.2
2023-01-19,13.4,48,2.4,1007.4,2.8,5.0,139° (SE),12.8,12.8,0.1,18.3,8.3,82,34,1008.4,1006.3,7.7,12.4,18.3
2023-01-20,5.8,85,3.4,1006.0,2.2,4.1,55° (NE),32.1,32.1,0.8,12.1,1.0,91,64,1011.2,1002.2,7.2,14.9,12.1
2023-01-21,4.8,86,2.5,1011.0,2.4,4.7,101° (ESE),32.6,32.6,0.1,10.1,-0.1,95,62,1014.0,1009.2,6.2,14.4,10.1
2023-01-22,7.2,90,5.6,1018.7,1.4,2.8,103° (ESE),32.6,32.6,0.0,8.1,6.1,93,85,1022.0,1013.8,5.1,8.7,8.1
2023-01-23,5.0,93,4.0,1024.2,3.0,5.8,106° (ESE),35.4,35.4,0.1,7.2,2.9,95,88,1027.3,1021.2,7.7,15.4,7.2
2023-01-24,1.0,93,-0.0,1027.7,1.5,2.8,107° (ESE),37.3,37.3,0.1,2.9,0.0,95,86,1028.7,1026.2,4.6,7.7,2.9
2023-01-25,-0.7,90,-2.1,1026.1,1.2,2.2,116° (ESE),37.8,37.8,0.1,0.7,-2.1,93,84,1028.2,1023.0,3.1,5.1,0.7
2023-01-26,-1.5,88,-3.2,1016.3,1.2,2.3,108° (ESE),37.9,37.9,0.1,0.1,-2.3,93,81,1023.2,1008.9,4.1,6.7,0.1
2023-01-27,-0.5,92,-1.6,1007.2,1.3,2.4,307° (NW),37.9,37.9,0.0,0.3,-1.4,95,88,1009.2,1005.9,5.1,8.2,0.3
2023-01-28,-0.6,86,-2.6,1012.5,2.1,3.8,320° (NW),37.9,37.9,0.0,0.8,-1.4,91,81,1016.8,1008.7,4.6,8.7,0.8
2023-01-29,-0.5,85,-2.7,1018.4,1.7,3.0,327° (NNW),37.9,37.9,0.0,2.9,-1.7,90,76,1019.8,1016.5,4.6,7.7,2.9
2023-01-30,-1.8,81,-4.7,1015.4,2.8,5.0,328° (NNW),37.9,37.9,0.0,-0.1,-3.8,87,72,1019.3,1011.1,5.7,10.3,-0.1
2023-01-31,0.4,75,-3.6,1013.0,2.8,5.0,317° (NW),37.9,37.9,0.0,5.3,-2.6,86,58,1016.6,1010.6,7.2,14.4,5.3
2023-02-01,1.6,68,-3.8,1017.1,2.2,4.0,309° (NW),1.0,46.5,0.1,6.9,-1.4,82,50,1018.6,1016.2,6.2,10.8,6.9
2023-02-02,3.3,66,-2.7,1016.9,1.8,3.4,298° (WNW),2.9,48.4,0.1,11.0,-2.1,85,40,1018.7,1014.2,7.2,12.9,11.0
2023-02-03,1.4,68,-4.1,1019.6,2.3,4.2,313° (NW),3.1,48.6,0.1,6.6,-0.2,88,47,1022.2,1015.8,6.7,12.9,6.6
2023-02-04,1.9,72,-2.6,1012.3,3.1,5.6,309° (NW),3.2,48.7,0.1,6.0,-1.1,81,57,1016.2,1009.8,7.7,13.4,6.0
2023-02-05,-2.6,73,-6.9,1019.4,2.3,4.1,313° (NW),3.3,48.8,0.1,0.4,-4.0,81,60,1022.7,1014.7,5.7,9.8,0.4
2023-02-06,-4.0,67,-9.2,1025.3,1.8,3.2,309° (NW),3.3,48.8,0.0,-0.9,-6.7,76,57,1028.7,1022.5,5.7,9.3,-0.9
2023-02-07,-3.5,63,-9.6,1029.7,1.7,3.0,316° (NW),3.3,48.8,0.0,0.2,-5.9,73,47,1031.4,1028.5,4.6,8.2,0.2
2023-02-08,-4.2,66,-9.7,1033.9,1.2,2.2,309° (NW),3.3,48.8,0.0,0.3,-6.5,74,52,1036.5,1031.2,3.6,6.2,0.3
2023-02-09,-4.6,60,-11.5,1034.9,0.7,1.5,117° (ESE),3.3,48.8,0.0,1.0,-9.5,71,40,1036.8,1033.2,4.1,7.2,1.0
2023-02-10,-3.7,57,-11.5,1032.8,0.3,0.7,267° (W),3.3,48.8,0.0,3.6,-9.3,70,30,1034.6,1030.8,1.5,2.6,3.6
2023-02-11,-2.3,57,-9.9,1030.1,1.4,2.5,322° (NW),3.3,48.8,0.0,3.7,-7.3,74,35,1033.1,1026.1,4.6,8.7,3.7
2023-02-12,-0.4,66,-5.9,1027.7,1.8,3.2,325° (NW),3.4,48.9,0.1,3.0,-3.3,74,60,1033.3,1024.7,5.1,9.3,3.0
2023-02-13,0.6,69,-4.6,1033.2,1.1,2.1,317° (NW),3.4,48.9,0.0,6.5,-3.1,81,50,1035.4,1030.8,4.6,7.7,6.5
2023-02-14,1.2,71,-3.6,1028.0,2.8,5.1,314° (NW),3.4,48.9,0.0,5.7,-1.7,79,60,1030.9,1026.2,8.2,14.9,5.7
2023-02-15,2.8,68,-2.6,1028.5,1.8,3.3,319° (NW),3.4,48.9,0.0,8.2,-0.5,77,51,1029.7,1027.3,5.1,8.2,8.2
2023-02-16,2.8,61,-4.6,1027.5,0.5,0.9,326° (NW),3.4,48.9,0.0,12.3,-4.3,76,34,1029.2,1025.6,3.1,5.7,12.3
2023-02-17,4.9,54,-4.5,1025.0,1.5,2.8,325° (NW),3.5,49.0,0.1,14.3,-2.8,79,28,1026.3,1023.5,6.7,11.8,14.3
2023-02-18,6.4,53,-2.8,1022.3,1.5,2.7,327° (NNW),3.5,49.0,0.0,14.9,-0.8,73,34,1025.0,1020.2,6.2,9.8,14.9
2023-02-19,9.9,52,0.2,1018.6,1.4,2.6,314° (NW),3.5,49.0,0.0,18.1,2.4,73,35,1021.4,1015.2,5.1,8.7,18.1
2023-02-20,9.6,49,-1.2,1021.6,3.5,6.3,308° (NW),3.5,49.0,0.0,13.8,5.3,66,27,1023.6,1018.3,8.7,16.5,13.8
2023-02-21,10.0,47,-1.6,1017.7,2.0,3.6,329° (NNW),3.5,49.0,0.0,18.6,3.9,64,25,1021.2,1014.8,5.7,9.8,18.6
2023-02-22,9.6,48,-1.5,1015.8,1.0,1.9,333° (NNW),3.5,49.0,0.0,17.9,2.5,65,28,1017.5,1013.8,5.1,9.3,17.9
